ligand,binding score,energy
AJOQSQHYDOFIOX-SECBINFHSA-N,250468.31,-8.0
GZUITABIAKMVPG-UHFFFAOYSA-N,382382.54,-7.7
KWGRBVOPPLSCSI-WPRPVWTQSA-N,343636.04,-6.6
WWZKQHOCKIZLMA-UHFFFAOYSA-N,317767.76,-6.0
OIRCOABEOLEUMC-GEJPAHFPSA-N,612066.48,-1.2
HJPHIJVSRJVAGC-SSDOTTSWSA-N,834642.46,-4.4
WOFMFGQZHJDGCX-ZULDAHANSA-N,453707.99,-6.6
DKGZKTPJOSAWFA-UHFFFAOYSA-N,285385.34,-9.5
NETZHAKZCGBWSS-CEDHKZHLSA-N,283422.72,-7.9
VWVSBHGCDBMOOT-IIEHVVJPSA-N,316901.82,-6.6
DCSCXTJOXBUFGB-JGVFFNPUSA-N,1177677.93,-6.0
SLYPOVJCSQHITR-UHFFFAOYSA-N,601252.15,-7.0
OFZCIYFFPZCNJE-GFCCVEGCSA-N,1238217.64,-6.2
BMOVQUBVGICXQN-MKPDMIMOSA-N,769813.07,-7.1
FBPFZTCFMRRESA-JGWLITMVSA-N,315094.68,-6.0
IRYJRGCIQBGHIV-UHFFFAOYSA-N,1059941.57,-4.9
LCAAMXMULMCKLJ-UHFFFAOYSA-N,639102.85,-7.5
IMYZQPCYWPFTAG-YWVKMMECSA-N,551523.63,-5.7
JFPVXVDWJQMJEE-IZRZKJBUSA-N,829643.8,-6.9
WMCMJIGLYZDKRN-ZDUSSCGKSA-N,356236.71,-7.6
FEWJPZIEWOKRBE-JCYAYHJZSA-N,334722.38,-5.8
BUGYDGFZZOZRHP-CDECOKDKSA-N,662109.81,-6.7
LEVWYRKDKASIDU-IMJSIDKUSA-N,1788063.62,-5.7
PVHUJELLJLJGLN-INIZCTEOSA-N,1114654.72,-7.7
LGAJOMLFGCSBFF-OLXDQKQCSA-N,381055.98,-7.8
YMFIJXDFAPHJIN-SECBINFHSA-N,618543.0,-5.3
PAZJSJFMUHDSTF-AWEZNQCLSA-N,970384.83,-6.6
QTQPVLDZQVPLGV-AWEZNQCLSA-N,401646.43,-5.7
WTFXJFJYEJZMFO-UHFFFAOYSA-N,990260.22,-7.7
LVRLSYPNFFBYCZ-VGWMRTNUSA-N,731726.72,-7.0
HNDVDQJCIGZPNO-YFKPBYRVSA-N,911155.78,-5.8
YGCODSQDUUUKIV-UHFFFAOYSA-N,522809.45,-7.3
WDICTQVBXKADBP-UHFFFAOYSA-N,366811.23,-7.4
NUKCGLDCWQXYOQ-UHFFFAOYSA-N,284713.12,-6.6
UDMBCSSLTHHNCD-KQYNXXCUSA-N,387836.57,-7.5
BJOLKYGKSZKIGU-UHFFFAOYSA-N,1201722.89,-5.5
XCPGHVQEEXUHNC-UHFFFAOYSA-N,763235.22,-7.8
XXVROGAVTTXONC-NSHDSACASA-N,257463.73,-6.5
AKUJBENLRBOFTD-QZIXMDIESA-N,645353.81,-6.7
YFDSDPIBEUFTMI-UHFFFAOYSA-N,291805.57,-3.4
WYRWAVVTDKZRIJ-MRXNPFEDSA-N,373321.36,-6.1
WYMSBXTXOHUIGT-UHFFFAOYSA-N,1046078.05,-7.1
HTJXMOGUGMSZOG-UHFFFAOYSA-N,623322.1,-6.0
PYVUMAGVCSQCBD-RFAUZJTJSA-N,621896.06,-7.6
KRMDCWKBEZIMAB-UHFFFAOYSA-N,647963.77,-8.0
NJCJBUHJQLFDSW-UHFFFAOYSA-N,528611.39,-6.7
CHBRHODLKOZEPZ-UHFFFAOYSA-N,1072595.63,-6.8
PFTAWBLQPZVEMU-DZGCQCFKSA-N,650309.45,-7.7
TZADDXVKYWMEHX-YFKPBYRVSA-N,1219370.52,-6.0
JZRWCGZRTZMZEH-UHFFFAOYSA-N,122185.67,-7.4
JBACAGZMXLDQCR-UHFFFAOYSA-N,1105040.32,-7.7
ZTVIKZXZYLEVOL-CBBWQLFWSA-N,959010.41,-8.0
AIZFEOPQVZBNGH-UHFFFAOYSA-N,397274.17,-7.2
WQZGKKKJIJFFOK-VFUOTHLCSA-N,1371881.39,-5.9
OUDSBRTVNLOZBN-UHFFFAOYSA-N,862918.79,-8.1
UMSGKTJDUHERQW-UHFFFAOYSA-N,966490.49,-6.9
KAJZGRFYZKWYDX-UHFFFAOYSA-N,733282.7,-8.0
YEHCICAEULNIGD-MZMPZRCHSA-N,475943.09,-7.0
OGGXGZAMXPVRFZ-UHFFFAOYSA-N,242494.39,-0.9
LOUPRKONTZGTKE-WZBLMQSHSA-N,603264.26,-7.1
RGHNJXZEOKUKBD-SQOUGZDYSA-N,329346.54,-6.3
ATXHVCQZZJYMCF-XUDSTZEESA-N,325897.45,-7.8
IVVNZDGDKPTYHK-JTQLQIEISA-N,524399.73,-7.7
VXOWJCTXWVWLLC-REGDIAEZSA-N,768893.34,-7.4
HTQBXNHDCUEHJF-XWLPCZSASA-N,395800.88,-2.1
VLCYCQAOQCDTCN-ZCFIWIBFSA-N,1903773.88,-5.6
RUOKEQAAGRXIBM-GFCCVEGCSA-N,630325.45,-7.5
MKKYBZZTJQGVCD-XTCKQBCOSA-N,684102.17,-6.2
CDAISMWEOUEBRE-GPIVLXJGSA-N,388743.79,-5.7
XRQDFNLINLXZLB-CKIKVBCHSA-N,959877.07,-6.6
ZZQMUJGZCZTLQD-UHFFFAOYSA-N,1227901.17,-8.2
FFINMCNLQNTKLU-UHFFFAOYSA-N,1220943.38,-6.4
RZVPBGBYGMDSBG-GGAORHGYSA-N,620732.27,-6.8
FRBBPWXCRBHYJQ-FQEVSTJZSA-N,446572.89,-7.2
IQADUMSPOQKAAO-UHFFFAOYSA-N,1145341.89,-6.6
BAPRUDZDYCKSOQ-RITPCOANSA-N,295921.03,-6.0
NBQNWMBBSKPBAY-LTFXXXRZSA-N,1020412.56,-5.2
AGPKZVBTJJNPAG-WHFBIAKZSA-N,365913.27,-4.9
PMMYEEVYMWASQN-DMTCNVIQSA-N,385789.87,-5.8
